ID,GENDER,AGE_PRD,HOM_PST_NO
9498,2,50PRD,43
9499,2,60PRD,200
9500,1,30PRD,49
9501,2,50PRD,210
9502,2,40PRD,43
9503,2,40PRD,47
9504,2,30PRD,460
10612,1,50PRD,65
10613,2,20PRD,470
10614,1,30PRD,100
10615,2,30PRD,490
10616,2,30PRD,540
10617,1,30PRD,610
10618,1,30PRD,510
10619,2,30PRD,400
10620,1,30PRD,310
10621,1,30PRD,440
10622,1,40PRD,140
10623,2,50PRD,50
10624,2,20PRD,55
10625,2,20PRD,150
10626,2,40PRD,310
10627,2,40PRD,510
10628,1,50PRD,
10629,2,30PRD,510
10630,1,30PRD,440
10631,2,20PRD,33
10632,2,20PRD,500
10633,1,30PRD,10
10634,2,30PRD,31
10635,2,50PRD,65
10636,2,20PRD,100
10637,1,40PRD,400
10638,2,50PRD,100
10639,1,40PRD,110
10640,2,30PRD,
10641,2,30PRD,87
10642,1,20PRD,130
10643,2,30PRD,16
10644,1,50PRD,0
10645,2,30PRD,440
10646,2,30PRD,0
10647,1,30PRD,300
10648,2,30PRD,500
10649,2,50PRD,400
10650,2,30PRD,580
10651,1,60PRD,300
10652,2,50PRD,470
10653,2,50PRD,49
10654,2,50PRD,360
10655,1,60PRD,440
10656,2,20PRD,540
10657,1,30PRD,50
10658,1,50PRD,
10659,2,20PRD,
10660,2,40PRD,520
10661,2,30PRD,57
10662,2,20PRD,500
10663,1,30PRD,540
10664,2,40PRD,400
10665,1,20PRD,310
10666,2,30PRD,320
10667,2,30PRD,470
10668,2,20PRD,480
10669,2,40PRD,120
10670,2,30PRD,49
10671,1,40PRD,55
10672,1,30PRD,210
10673,2,50PRD,550
10674,2,60PRD,100
10675,2,30PRD,470
10676,1,40PRD,170
10677,2,30PRD,480
10678,2,20PRD,100
10679,2,20PRD,350
10680,2,30PRD,73
10681,1,40PRD,600
10682,2,40PRD,55
10683,2,50PRD,460
10684,2,30PRD,50
10685,2,30PRD,500
10686,1,50PRD,100
10687,1,20PRD,62
10688,2,20PRD,310
10689,2,20PRD,57
10690,2,50PRD,160
10691,1,60PRD,48
10692,2,40PRD,31
10693,2,30PRD,550
10694,2,50PRD,90
10695,2,30PRD,440
10696,2,30PRD,490
10697,2,30PRD,150
10698,2,60PRD,76
10699,1,60PRD,460
10700,2,30PRD,400
10701,2,30PRD,380
10702,1,60PRD,47
10703,2,20PRD,
10704,2,30PRD,20
10705,2,50PRD,55
10706,1,30PRD,31
10707,1,30PRD,110
10708,2,30PRD,13
10709,2,30PRD,170
10710,1,20PRD,480
10711,2,20PRD,47
10712,1,20PRD,480
10713,1,30PRD,26
10714,2,50PRD,580
10715,1,30PRD,170
10716,2,40PRD,50
10717,1,40PRD,480
10718,2,40PRD,170
10719,1,40PRD,130
10720,2,30PRD,280
10721,1,30PRD,160
10722,2,40PRD,460
10723,2,30PRD,140
10724,2,30PRD,150
10725,2,40PRD,69
10726,2,30PRD,10
10727,2,20PRD,27
10728,2,30PRD,460
10729,1,20PRD,110
10730,1,60PRD,
10731,2,50PRD,310
10732,2,20PRD,590
10733,2,20PRD,130
10734,1,30PRD,39
10735,2,20PRD,620
10736,1,20PRD,110
10737,2,40PRD,55
10738,2,60PRD,610
10739,2,20PRD,61
10740,1,30PRD,540
10741,1,20PRD,24
10742,2,40PRD,10
10743,2,20PRD,460
10744,1,30PRD,83
10745,1,30PRD,340
10746,2,30PRD,80
10747,2,50PRD,110
10748,2,20PRD,
10749,1,40PRD,100
10750,2,60PRD,55
10751,2,40PRD,58
10752,2,30PRD,420
10753,1,30PRD,470
10754,2,20PRD,100
10755,2,20PRD,140
10756,2,30PRD,280
10757,1,30PRD,25
10758,1,30PRD,300
10759,1,40PRD,510
10760,1,40PRD,510
10761,2,30PRD,620
10762,2,50PRD,470
10763,1,30PRD,34
10764,1,30PRD,470
10765,2,40PRD,590
10766,2,60PRD,540
10767,1,60PRD,110
10768,1,30PRD,540
10769,2,30PRD,110
10770,2,30PRD,21
10771,2,30PRD,130
10772,2,30PRD,63
10773,1,40PRD,480
10774,2,20PRD,88
10775,1,60PRD,58
10776,2,30PRD,340
10777,1,50PRD,
10778,2,20PRD,57
10779,2,30PRD,75
10780,1,50PRD,
10781,2,60PRD,140
10782,2,40PRD,14
10783,1,20PRD,43
10784,2,30PRD,
10785,1,60PRD,460
10786,2,30PRD,16
10787,1,30PRD,33
10788,1,60PRD,440
10789,1,30PRD,300
10790,2,50PRD,510
10791,2,30PRD,170
10792,2,30PRD,20
10793,1,40PRD,
10794,2,50PRD,540
10795,2,30PRD,0
10796,2,20PRD,16
10797,2,50PRD,420
10798,2,30PRD,220
10799,2,50PRD,460
10800,2,40PRD,13
10801,2,30PRD,120
10802,1,30PRD,100
10803,1,30PRD,620
10804,2,20PRD,47
10805,2,30PRD,77
10806,1,50PRD,55
10807,2,40PRD,490
10808,2,40PRD,47
10809,2,30PRD,61
10810,1,20PRD,69
10811,1,60PRD,82
10812,2,30PRD,130
10813,2,60PRD,63
10814,2,60PRD,88
10815,1,20PRD,20
10816,2,30PRD,50
10817,1,30PRD,52
10818,2,60PRD,63
10819,1,30PRD,480
10820,2,40PRD,58
10821,2,30PRD,80
10822,2,20PRD,160
10823,1,30PRD,280
10824,2,30PRD,20
10825,2,20PRD,440
10826,2,20PRD,510
10827,2,20PRD,58
10828,2,20PRD,440
10829,1,40PRD,
10830,2,30PRD,220
10831,1,60PRD,0
10832,1,30PRD,210
10833,2,30PRD,410
10834,2,30PRD,500
10835,2,30PRD,500
10836,1,20PRD,580
10837,2,30PRD,300
10838,1,60PRD,100
10839,1,30PRD,0
10840,1,40PRD,47
10841,2,30PRD,480
10842,1,40PRD,140
10843,2,20PRD,280
10844,2,50PRD,310
10845,1,60PRD,550
10846,2,40PRD,490
10847,1,20PRD,270
10848,2,30PRD,87
10849,1,40PRD,17
10850,2,20PRD,
10851,1,20PRD,
10852,2,50PRD,160
10853,2,30PRD,420
10854,2,50PRD,500
10855,2,30PRD,60
10856,2,30PRD,500
10857,1,20PRD,
10858,2,30PRD,460
10859,2,50PRD,570
10860,2,50PRD,62
10861,2,50PRD,470
10862,2,30PRD,440
10863,1,30PRD,110
10864,2,30PRD,120
10865,1,40PRD,
10866,1,60PRD,
10867,2,40PRD,57
10868,2,20PRD,500
10869,2,30PRD,79
10870,1,20PRD,340
10871,2,60PRD,24
10872,2,60PRD,48
10873,2,20PRD,26
10874,1,30PRD,400
10875,2,30PRD,110
10876,2,50PRD,13
10877,1,40PRD,380
10878,1,30PRD,140
10879,1,50PRD,76
10880,2,20PRD,55
10881,1,30PRD,
10882,2,30PRD,160
10883,2,50PRD,47
10884,2,40PRD,460
10885,2,20PRD,20
10886,2,40PRD,
10887,2,50PRD,460
10888,1,30PRD,460
10889,2,20PRD,130
10890,1,40PRD,65
10891,1,20PRD,270
10892,1,30PRD,150
10893,1,50PRD,10
10894,2,50PRD,260
10895,2,40PRD,440
10896,2,20PRD,20
10897,1,30PRD,440
10898,1,40PRD,47
10899,1,30PRD,51
10900,1,40PRD,510
10901,1,40PRD,100
10902,2,30PRD,620
10903,2,30PRD,570
10904,2,30PRD,470
10905,2,50PRD,
10906,2,40PRD,490
10907,2,30PRD,310
10908,1,50PRD,100
10909,1,20PRD,40
10910,1,40PRD,17
10911,1,30PRD,180
10912,2,30PRD,470
10913,2,30PRD,55
10914,2,30PRD,130
10915,2,30PRD,
10916,2,20PRD,160
10917,2,40PRD,400
10918,1,40PRD,490
10919,1,30PRD,41
10920,2,40PRD,170
10921,2,60PRD,180
10922,1,50PRD,410
10923,2,20PRD,100
10924,1,30PRD,500
10925,1,30PRD,110
10926,2,20PRD,390
10927,2,60PRD,130
10928,2,50PRD,50
10929,2,30PRD,160
10930,1,30PRD,550
10931,1,30PRD,130
10932,2,40PRD,
10933,2,50PRD,90
10934,1,40PRD,10
10935,2,30PRD,440
10936,2,50PRD,80
10937,1,40PRD,160
10938,2,50PRD,
10939,1,30PRD,210
10940,2,30PRD,70
10941,2,20PRD,510
10942,1,30PRD,37
10943,1,30PRD,
10944,1,40PRD,0
10945,1,60PRD,60
10946,2,30PRD,210
10947,1,40PRD,150
10948,2,50PRD,550
10949,2,20PRD,490
10950,2,30PRD,280
10951,2,30PRD,620
10952,2,40PRD,56
10953,1,30PRD,210
10954,2,50PRD,280
10955,2,30PRD,630
10956,2,40PRD,170
10957,2,20PRD,85
10958,2,50PRD,56
10959,1,30PRD,90
10960,2,20PRD,210
10961,2,20PRD,510
10962,1,50PRD,110
10963,2,20PRD,300
10964,2,30PRD,470
10965,1,30PRD,16
10966,2,30PRD,420
10967,2,40PRD,170
10968,2,50PRD,39
10969,1,40PRD,
10970,2,50PRD,440
10971,1,30PRD,510
10972,1,30PRD,
10973,2,30PRD,30
10974,1,50PRD,540
10975,2,40PRD,55
10976,2,60PRD,67
10977,1,30PRD,83
10978,1,30PRD,630
10979,1,50PRD,88
10980,1,50PRD,510
10981,1,40PRD,500
10982,2,30PRD,82
10983,2,20PRD,460
10984,1,40PRD,55
10985,2,30PRD,110
10986,2,40PRD,110
10987,2,40PRD,56
10988,1,30PRD,52
10989,2,30PRD,410
10990,1,60PRD,80
10991,2,20PRD,570
10992,2,30PRD,220
10993,2,40PRD,
10994,2,30PRD,410
10995,1,30PRD,16
10996,2,60PRD,55
10997,1,30PRD,55
10998,2,30PRD,10
10999,2,30PRD,80
11000,1,30PRD,100
11001,2,50PRD,500
11002,2,30PRD,40
11003,2,20PRD,47
11004,1,60PRD,470
11005,1,60PRD,
11006,2,50PRD,160
11007,1,20PRD,41
11008,1,20PRD,87
11009,2,50PRD,150
11010,2,40PRD,480
11011,2,20PRD,440
11012,2,30PRD,34
11013,2,60PRD,490
11014,2,50PRD,18
11015,2,50PRD,550
11016,2,20PRD,87
11017,2,50PRD,100
11018,2,40PRD,42
11019,1,30PRD,420
11020,2,40PRD,56
11021,2,40PRD,510
11022,2,40PRD,420
11023,2,20PRD,100
11024,1,60PRD,55
11025,2,30PRD,320
11026,2,20PRD,
11027,2,40PRD,170
11028,2,30PRD,10
11029,1,60PRD,440
11030,2,20PRD,510
11031,1,30PRD,47
11032,2,50PRD,110
11033,2,30PRD,470
11034,1,30PRD,65
11035,2,30PRD,77
11036,1,40PRD,510
11037,1,30PRD,220
11038,2,20PRD,110
11039,2,30PRD,100
11040,2,30PRD,490
11041,2,60PRD,100
11042,1,40PRD,490
11043,1,30PRD,220
11044,1,30PRD,480
11045,1,40PRD,33
11046,1,30PRD,100
11047,2,20PRD,510
11048,2,30PRD,57
11049,2,40PRD,65
11050,1,60PRD,19
11051,1,40PRD,11
11052,1,50PRD,55
11053,2,20PRD,460
11054,2,40PRD,110
11055,2,30PRD,150
11056,2,40PRD,440
11057,2,30PRD,510
11058,1,30PRD,
11059,1,20PRD,75
11060,2,50PRD,10
11061,1,30PRD,72
11062,2,30PRD,510
11063,1,60PRD,540
11064,2,20PRD,630
11065,2,50PRD,280
11066,2,30PRD,410
11067,2,20PRD,100
11068,2,20PRD,440
11069,2,40PRD,0
11070,2,50PRD,56
11071,2,20PRD,100
11072,2,60PRD,50
11073,1,30PRD,63
11074,2,30PRD,610
11075,1,40PRD,56
11076,2,30PRD,20
11077,1,60PRD,
11078,1,50PRD,57
11079,2,50PRD,120
11080,1,50PRD,180
11081,2,20PRD,490
11082,1,50PRD,470
11083,2,20PRD,18
11084,2,20PRD,310
11085,1,50PRD,63
11086,2,20PRD,40
11087,2,40PRD,630
11088,2,60PRD,
11089,2,30PRD,20
11090,2,30PRD,76
11091,2,50PRD,
11092,1,20PRD,
11093,2,20PRD,250
11094,2,20PRD,150
11095,2,50PRD,170
11096,2,30PRD,57
11097,2,20PRD,20
11098,2,20PRD,46
11099,2,20PRD,410
11100,2,50PRD,210
11101,2,30PRD,340
11102,1,30PRD,510
11103,2,20PRD,75
11104,1,60PRD,
11105,2,20PRD,210
11106,1,30PRD,50
11107,1,20PRD,83
11108,2,30PRD,12
11109,2,60PRD,
11110,2,30PRD,17
11111,2,60PRD,82
11112,2,40PRD,180
11113,2,50PRD,60
11114,2,20PRD,490
11115,2,30PRD,510
11116,2,40PRD,170
11117,1,40PRD,100
11118,2,30PRD,86
11119,1,30PRD,470
11120,1,30PRD,340
11121,1,30PRD,570
11122,2,40PRD,16
11123,2,30PRD,300
11124,2,50PRD,53
11125,2,30PRD,140
10169,2,20PRD,16
10170,2,30PRD,100
10171,2,50PRD,110
10172,2,20PRD,100
10173,2,30PRD,500
10174,2,30PRD,210
10175,1,20PRD,420
10176,1,40PRD,100
10177,2,40PRD,500
10178,2,40PRD,300
10179,1,30PRD,
10180,2,40PRD,53
10181,1,40PRD,73
10182,2,20PRD,40
10183,1,20PRD,370
10184,2,40PRD,
10185,2,50PRD,85
10186,2,30PRD,150
10187,2,50PRD,47
10188,2,30PRD,90
10189,2,40PRD,440
10190,2,30PRD,55
10191,2,40PRD,440
10192,2,50PRD,100
10193,2,40PRD,140
10194,2,20PRD,440
10195,2,50PRD,340
10196,1,40PRD,10
10197,2,50PRD,79
10198,2,30PRD,420
10199,2,30PRD,620
10200,1,50PRD,90
10201,2,40PRD,57
10202,2,50PRD,160
10203,1,30PRD,
10204,1,40PRD,300
10205,2,30PRD,120
10206,1,30PRD,20
10207,2,50PRD,100
10208,2,50PRD,350
10209,2,30PRD,120
10210,1,30PRD,10
10211,2,50PRD,55
10212,2,30PRD,610
10213,1,40PRD,
10214,1,50PRD,510
10215,2,50PRD,500
10216,2,30PRD,130
10217,2,30PRD,14
10218,2,30PRD,160
10219,1,20PRD,440
10220,2,50PRD,
10221,1,30PRD,140
10222,2,60PRD,58
10223,2,50PRD,100
10224,1,20PRD,56
10225,2,30PRD,610
10226,1,40PRD,180
10227,2,60PRD,57
10228,2,30PRD,390
10229,1,30PRD,150
10230,2,20PRD,34
10231,1,60PRD,140
10232,1,40PRD,100
10233,2,40PRD,11
10234,2,30PRD,19
10235,1,30PRD,300
10236,1,20PRD,80
10237,2,30PRD,160
10238,1,60PRD,55
10239,1,30PRD,
10240,2,40PRD,100
11265,2,40PRD,210
11266,2,30PRD,130
11267,2,50PRD,620
11268,2,50PRD,500
11269,1,20PRD,76
11270,1,20PRD,14
11271,2,20PRD,50
11272,2,50PRD,410
11273,2,30PRD,82
11274,2,50PRD,50
11275,2,40PRD,55
11276,2,60PRD,66
11277,1,30PRD,20
11278,1,60PRD,460
11279,2,40PRD,420
11280,2,20PRD,260
11281,2,20PRD,420
11282,2,40PRD,220
11283,1,30PRD,610
11284,2,30PRD,510
11285,2,30PRD,500
11286,1,50PRD,510
11287,1,50PRD,160
11288,2,20PRD,41
11289,2,30PRD,50
11290,2,50PRD,480
11291,2,20PRD,76
11292,2,40PRD,420
11293,1,50PRD,160
11294,1,50PRD,21
11295,1,50PRD,
11296,1,30PRD,51
11297,2,50PRD,120
11298,2,40PRD,100
11299,2,30PRD,200
11300,2,20PRD,510
11301,2,30PRD,18
11302,2,40PRD,280
11303,2,50PRD,57
11304,2,30PRD,50
11305,1,50PRD,
11306,2,50PRD,130
11307,2,30PRD,150
11308,2,20PRD,110
11309,2,50PRD,140
11310,2,30PRD,76
11311,1,60PRD,
11312,2,30PRD,100
11313,2,40PRD,500
11314,2,20PRD,72
11315,1,50PRD,0
11316,2,50PRD,420
11317,1,40PRD,20
11318,2,40PRD,83
11319,2,60PRD,310
11320,2,20PRD,440
11321,2,60PRD,140
11322,2,50PRD,53
11323,2,50PRD,16
11324,2,30PRD,
11325,2,20PRD,610
11326,1,20PRD,200
11327,2,30PRD,280
11328,2,20PRD,
11329,2,20PRD,24
11330,2,50PRD,85
11331,1,50PRD,130
11332,2,30PRD,46
11333,2,40PRD,130
11334,2,20PRD,51
11335,1,30PRD,320
11336,2,40PRD,100
11337,2,30PRD,140
11338,1,30PRD,110
11339,2,30PRD,210
11340,1,40PRD,300
11341,1,20PRD,610
11342,2,60PRD,
11343,2,20PRD,220
11344,1,40PRD,80
11345,2,40PRD,520
11346,2,30PRD,620
11347,2,30PRD,56
11348,2,40PRD,490
11349,1,30PRD,43
11350,1,50PRD,390
11351,2,20PRD,80
11352,2,20PRD,150
11353,2,30PRD,12
11354,1,20PRD,43
11355,2,40PRD,140
11356,2,20PRD,500
11357,2,40PRD,140
11358,1,60PRD,47
11359,1,30PRD,420
11360,1,20PRD,470
11361,2,40PRD,60
11362,2,30PRD,56
11363,1,30PRD,100
11364,2,20PRD,150
11365,2,30PRD,140
11366,1,60PRD,100
11367,2,30PRD,630
11368,2,30PRD,210
11369,2,40PRD,140
11370,2,20PRD,36
11371,1,40PRD,60
11372,2,30PRD,210
11373,2,20PRD,100
11374,2,30PRD,210
11375,2,50PRD,
11376,2,40PRD,150
11377,2,60PRD,53
11378,2,50PRD,390
11379,1,40PRD,590
11380,2,40PRD,57
11381,2,50PRD,
15571,2,20PRD,
15572,2,50PRD,100
15573,1,30PRD,470
15574,1,40PRD,65
15575,2,50PRD,33
15576,2,20PRD,20
15577,2,40PRD,55
15578,1,20PRD,
15579,1,20PRD,
15580,1,50PRD,490
15581,1,30PRD,210
15582,1,30PRD,500
15583,1,50PRD,630
15584,1,30PRD,300
15585,2,40PRD,21
15586,1,60PRD,55
15587,2,30PRD,28
15588,2,20PRD,480
15589,2,30PRD,66
15590,1,30PRD,
15591,1,50PRD,370
15592,1,30PRD,88
15593,1,50PRD,440
15594,2,50PRD,33
15595,2,60PRD,66
15596,2,30PRD,220
15597,1,20PRD,220
15598,2,40PRD,120
15599,1,30PRD,90
15600,1,50PRD,340
15601,1,20PRD,170
15602,2,30PRD,83
15603,2,20PRD,600
15604,2,20PRD,
15605,2,60PRD,
15606,1,30PRD,57
15607,1,50PRD,52
15608,2,20PRD,280
15609,1,60PRD,55
15610,2,20PRD,500
15611,1,30PRD,500
15612,2,60PRD,53
15613,2,40PRD,36
15614,2,60PRD,380
15615,2,20PRD,550
15616,2,40PRD,220
15617,1,60PRD,40
15618,2,30PRD,55
15619,1,50PRD,490
15620,2,30PRD,82
15621,1,20PRD,0
15622,2,40PRD,160
15623,1,30PRD,140
15624,2,20PRD,140
15625,1,20PRD,47
15626,1,40PRD,76
15627,2,20PRD,150
15628,2,50PRD,500
15629,2,40PRD,310
15630,2,20PRD,130
15631,2,20PRD,
15632,2,40PRD,300
15633,1,30PRD,140
15634,2,30PRD,81
15635,1,30PRD,
15636,2,40PRD,10
15637,2,50PRD,100
15638,1,30PRD,500
15639,2,30PRD,55
15640,1,20PRD,80
15641,1,30PRD,
15642,2,20PRD,280
15643,2,50PRD,160
15644,1,20PRD,510
15645,2,50PRD,120
15646,1,40PRD,160
15647,2,30PRD,570
15648,2,30PRD,510
15649,1,50PRD,0
15650,1,20PRD,540
15651,2,40PRD,500
15652,2,50PRD,60
15653,1,30PRD,220
15654,1,50PRD,370
15655,1,20PRD,
15656,2,60PRD,50
15657,1,30PRD,220
15658,1,50PRD,
15659,1,40PRD,170
15660,1,50PRD,490
15661,1,50PRD,
15662,1,60PRD,66
15663,1,20PRD,
15664,2,40PRD,
15665,1,40PRD,210
15666,2,50PRD,76
15667,2,50PRD,440
15668,2,40PRD,210
15669,2,40PRD,
15670,2,40PRD,0
15671,1,40PRD,57
15672,1,30PRD,400
15673,2,30PRD,310
15674,1,20PRD,85
15675,1,60PRD,
15676,1,60PRD,100
15677,2,30PRD,390
15678,2,30PRD,300
15679,2,50PRD,56
15680,2,50PRD,490
15681,2,60PRD,76
15682,2,20PRD,160
15683,1,50PRD,540
15684,1,60PRD,
15685,2,20PRD,55
15686,2,30PRD,170
15687,2,20PRD,410
15688,1,50PRD,140
15689,1,30PRD,210
15690,2,30PRD,10
15691,1,30PRD,500
15692,2,50PRD,380
15693,2,40PRD,150
15694,2,30PRD,340
15695,1,30PRD,28
15696,1,30PRD,24
15697,2,30PRD,60
15698,1,30PRD,140
15699,2,30PRD,160
15700,1,40PRD,100
15701,2,40PRD,150
15702,1,30PRD,85
15703,2,20PRD,600
15704,1,30PRD,52
15705,2,60PRD,180
15706,1,60PRD,90
15707,1,20PRD,210
15708,2,20PRD,460
15709,2,60PRD,
15710,2,30PRD,77
15711,2,20PRD,16
15712,2,50PRD,170
15713,1,20PRD,480
15714,2,30PRD,280
15715,1,20PRD,470
15716,2,20PRD,210
15717,2,30PRD,60
15718,1,60PRD,
15719,1,50PRD,350
15720,2,30PRD,240
15721,1,20PRD,83
15722,2,30PRD,160
15723,2,40PRD,120
15724,1,50PRD,510
15725,2,30PRD,340
15726,2,40PRD,300
15727,1,60PRD,170
15728,1,30PRD,55
15729,1,30PRD,27
15730,2,20PRD,160
15731,2,20PRD,410
15732,2,20PRD,90
15733,1,40PRD,55
15734,1,20PRD,160
15735,1,30PRD,160
15736,1,50PRD,130
15737,2,30PRD,220
15738,1,60PRD,
15739,1,20PRD,25
15740,1,30PRD,41
15741,2,50PRD,510
15742,2,20PRD,76
15743,1,20PRD,310
15744,1,30PRD,70
15745,2,50PRD,470
15746,2,60PRD,60
15747,2,30PRD,480
15748,1,30PRD,75
15749,1,20PRD,420
15750,1,60PRD,
15751,1,30PRD,
15752,1,40PRD,300
15753,2,30PRD,56
15754,1,30PRD,0
15755,1,20PRD,13
15756,2,30PRD,41
15757,1,30PRD,17
15758,2,20PRD,40
15759,2,30PRD,510
15760,1,20PRD,18
15761,1,30PRD,380
15762,1,30PRD,340
15763,2,50PRD,77
15764,2,20PRD,500
15765,1,30PRD,75
15766,1,30PRD,40
15767,2,30PRD,63
15768,1,50PRD,40
15769,2,30PRD,70
15770,2,40PRD,21
15771,1,20PRD,160
15772,1,50PRD,
15773,1,30PRD,69
15774,2,20PRD,37
15775,1,30PRD,20
15776,2,40PRD,28
15777,1,20PRD,510
15778,2,30PRD,140
15779,2,30PRD,470
15780,2,20PRD,120
15781,2,40PRD,62
15782,1,30PRD,470
15783,2,40PRD,310
15784,1,30PRD,17
15785,1,30PRD,55
15786,2,30PRD,270
15787,2,20PRD,56
15788,2,20PRD,480
15789,2,50PRD,340
15790,2,30PRD,55
15791,1,30PRD,510
15792,1,40PRD,140
15793,1,40PRD,130
15794,1,30PRD,170
15795,2,30PRD,
15796,2,50PRD,
15797,2,20PRD,130
15798,2,30PRD,610
15799,2,30PRD,80
8411,2,30PRD,30
8412,2,30PRD,480
8413,2,30PRD,600
8414,2,30PRD,300
8415,2,30PRD,370
8416,1,30PRD,83
8417,2,30PRD,540
8418,2,30PRD,10
8419,2,30PRD,530
8420,2,30PRD,120
8421,1,30PRD,610
8422,2,30PRD,41
8423,2,30PRD,260
8424,2,30PRD,370
8425,2,30PRD,540
8426,2,30PRD,57
8427,1,30PRD,20
8428,2,30PRD,540
8429,1,30PRD,160
8430,2,30PRD,51
8431,1,30PRD,550
8432,2,30PRD,46
8433,2,30PRD,76
8434,2,30PRD,470
8435,2,30PRD,20
8436,2,30PRD,87
8437,2,30PRD,40
8438,2,30PRD,77
8439,1,30PRD,72
8440,1,30PRD,460
8441,2,30PRD,610
8442,2,30PRD,49
8443,2,30PRD,140
8444,2,30PRD,
8445,2,30PRD,34
8446,2,30PRD,43
8447,2,30PRD,440
8448,2,30PRD,470
8449,2,30PRD,470
8450,2,30PRD,55
8451,2,30PRD,90
8452,1,30PRD,160
8453,2,30PRD,400
8454,2,30PRD,120
8455,1,30PRD,280
8456,1,30PRD,130
8457,2,30PRD,470
8458,2,30PRD,510
12727,2,50PRD,610
12728,1,40PRD,500
12729,2,30PRD,42
12730,1,40PRD,380
12731,1,20PRD,13
12732,1,30PRD,470
12733,1,40PRD,270
12734,2,30PRD,510
12735,2,30PRD,11
12736,2,60PRD,90
12737,1,30PRD,40
12738,1,40PRD,160
12739,1,40PRD,210
12740,1,20PRD,24
12741,2,40PRD,270
12742,2,60PRD,50
12743,2,40PRD,100
12744,1,30PRD,140
12745,1,30PRD,470
12746,2,20PRD,75
12747,2,30PRD,55
12748,1,30PRD,110
12749,1,40PRD,75
12750,1,20PRD,
12751,2,30PRD,55
12752,2,60PRD,13
12753,2,20PRD,25
12754,1,30PRD,87
12755,2,20PRD,340
12756,1,30PRD,70
12757,2,30PRD,500
12758,2,60PRD,390
12759,2,20PRD,16
12760,2,20PRD,25
12761,1,30PRD,480
12762,1,30PRD,590
12763,1,50PRD,70
12764,2,20PRD,100
12765,1,50PRD,110
12766,1,30PRD,100
12767,2,40PRD,90
12768,2,30PRD,58
12769,1,30PRD,70
12770,2,20PRD,
12771,2,60PRD,55
12772,1,30PRD,220
12773,2,20PRD,210
12774,2,20PRD,340
12775,2,30PRD,60
12776,2,20PRD,100
12777,2,20PRD,120
12778,1,50PRD,340
12779,1,30PRD,490
12780,2,40PRD,400
12781,2,30PRD,100
12782,1,30PRD,47
12783,2,30PRD,260
12784,1,50PRD,460
12785,2,40PRD,210
12786,1,40PRD,500
12787,2,50PRD,250
12788,1,60PRD,140
12789,2,30PRD,380
12790,2,20PRD,110
12791,2,60PRD,76
12792,1,40PRD,140
12793,1,30PRD,250
12794,2,30PRD,10
12795,1,40PRD,540
12796,2,20PRD,47
12797,2,20PRD,100
12798,2,50PRD,76
12799,2,40PRD,88
12800,1,30PRD,340
12801,1,60PRD,470
12802,2,20PRD,140
12803,2,30PRD,170
12804,1,30PRD,340
12805,1,30PRD,28
12806,1,50PRD,80
12807,1,30PRD,100
12808,1,20PRD,27
12809,2,20PRD,
12810,1,50PRD,72
12811,2,50PRD,130
12812,2,30PRD,55
12813,2,40PRD,50
12814,2,20PRD,280
12815,2,60PRD,14
12816,1,50PRD,480
12817,2,40PRD,620
12818,2,50PRD,130
12819,1,40PRD,55
12820,2,30PRD,480
12821,1,30PRD,320
12822,2,30PRD,150
12823,2,20PRD,40
12824,1,20PRD,10
12825,1,30PRD,100
12826,1,30PRD,180
12827,2,30PRD,270
12828,1,40PRD,120
12829,2,40PRD,44
12830,1,40PRD,160
12831,1,40PRD,490
12832,2,20PRD,320
12833,1,30PRD,620
12834,2,40PRD,310
12835,2,60PRD,56
12836,2,60PRD,
12837,2,30PRD,150
12838,2,60PRD,580
12839,2,30PRD,470
12840,2,30PRD,25
12841,2,50PRD,260
12842,1,30PRD,460
12843,2,30PRD,210
12844,1,60PRD,41
12845,1,60PRD,
12846,1,60PRD,56
12847,1,50PRD,16
12848,1,30PRD,45
12849,1,40PRD,150
12850,1,30PRD,160
12851,1,40PRD,400
12852,2,40PRD,62
12853,2,50PRD,400
12854,1,30PRD,20
12855,2,30PRD,17
12856,2,40PRD,100
12857,2,30PRD,83
12858,1,30PRD,56
12859,2,30PRD,480
12860,2,40PRD,100
12861,2,40PRD,
12862,1,30PRD,40
12863,2,30PRD,56
12864,2,30PRD,39
12865,1,50PRD,160
12866,1,30PRD,320
12867,2,40PRD,440
12868,2,20PRD,350
12869,2,40PRD,500
12870,2,30PRD,140
12871,2,30PRD,
12872,2,60PRD,72
12873,2,30PRD,61
12874,2,30PRD,100
12875,2,40PRD,
12876,2,60PRD,630
12877,2,30PRD,630
12878,2,40PRD,210
12879,2,50PRD,
12880,1,40PRD,510
12881,2,30PRD,140
12882,2,30PRD,300
12883,2,60PRD,
12884,2,20PRD,470
12885,1,30PRD,
12886,2,30PRD,100
12887,1,60PRD,14
12888,2,60PRD,13
12889,2,30PRD,55
12890,1,40PRD,120
12891,1,30PRD,280
12892,2,40PRD,500
12893,1,30PRD,120
12894,2,50PRD,67
12895,1,30PRD,69
12896,1,30PRD,28
12897,2,30PRD,70
12898,1,30PRD,45
12899,2,50PRD,540
12900,2,40PRD,630
12901,1,30PRD,560
12902,1,60PRD,41
12903,2,20PRD,
12904,2,50PRD,630
12905,2,40PRD,55
12906,2,20PRD,370
12907,2,30PRD,470
12908,1,30PRD,22
12909,2,40PRD,630
12910,1,50PRD,76
