SEQ,RCT_NO,BIZ_UNIT,PD_S_C,BR_C,DE_DT,DE_HR,BUY_AM,BUY_CT
15623,169484,A02,1248,32,20150904,14,5070,1
7527,101814,A03,424,184,20151006,18,300,1
14595,282584,A02,1433,104,20150512,22,1040,1
12065,309222,A02,1241,117,20151116,19,3240,1
3913,94313,A02,51,13,20150127,20,3840,1
5863,83587,A02,1183,10,20150909,22,3300,1
11944,332359,A01,110,2,20150531,19,47000,1
5006,18871,A02,1315,7,20150118,11,17500,1
3313,342226,A01,89,8,20150407,16,1600,1
8980,4496,A01,479,22,20150601,12,19000,1
1633,99269,A03,403,183,20150520,21,1000,1
7128,245202,A02,1314,86,20150315,18,1980,1
15699,14408,A03,413,128,20151105,11,3840,1
12747,41391,A02,1289,7,20150620,21,5460,3
1313,42927,A02,212,7,20150630,23,3520,1
1491,97531,A02,653,13,20150403,11,6320,1
178,377120,A01,89,29,20150601,17,12000,1
18340,129212,A03,104,322,20150701,11,3980,1
11225,311231,A01,194,26,20150711,19,41300,1
14269,87510,A03,528,137,20150911,13,1580,1
16315,304531,A02,986,114,20150523,22,3900,1
12185,316990,A02,1189,127,20150216,22,2800,1
15721,5648,A04,150,4627,20150205,13,1000,1
7976,251089,A01,486,3,20150121,13,25290,1
7336,27717,A01,10,2,20150731,11,15000,1
5109,113591,A02,1163,14,20151123,15,2980,1
12273,168489,A01,143,1,20151219,11,210000,1
8082,418726,A01,1,29,20150312,18,12100,1
12611,151448,A02,1110,24,20151021,12,2200,1
11299,157863,A03,429,304,20150415,21,3600,1
10384,138762,A03,895,520,20150102,15,50,1
3676,314402,A01,210,26,20150711,19,39000,1
5813,441504,A01,60,20,20150425,16,7000,2
7936,91941,A02,857,11,20151226,18,26068,532
4380,37044,A02,838,7,20150522,21,15246,154
17420,264968,A02,1620,93,20150505,13,2000,2
8849,21374,A04,144,935,20150504,8,1000,1
10477,157301,A02,495,25,20151216,11,6900,1
10525,101565,A01,16,16,20151216,13,7200,1
974,186654,A01,20,18,20150322,15,5980,1
19427,162474,A03,201,319,20150907,17,13585,1
14192,80713,A03,96,116,20150828,20,11980,2
15477,172859,A02,768,34,20150404,15,6744,1
9837,28523,A03,26,13,20151002,17,4170,3
194,63463,A02,1215,7,20151119,12,3050,1
1088,25749,A01,448,47,20150529,14,26000,1
14890,60526,A02,1474,7,20151030,13,4000,4
16168,45922,A03,403,63,20150506,16,1120,1
2514,132963,A01,22,2,20150108,15,10000,1
7336,99449,A03,96,183,20150612,12,6990,1
12948,258137,A02,1433,90,20150525,17,2020,1
7979,144412,A03,71,404,20150209,13,2000,1
9728,216111,A02,1218,64,20150608,17,18300,1
10136,94132,A01,80,4,20151128,13,30000,2
218,139057,A03,493,520,20150915,16,990,1
238,127187,A02,1315,16,20150720,18,15000,1
9174,177340,A02,539,39,20151211,19,1650,1
16719,147519,A03,756,367,20150604,16,1990,1
10944,306105,A01,318,20,20150504,13,140000,1
2009,284369,A02,1447,106,20150126,11,11400,1
3160,118201,A02,899,16,20150119,21,3500,1
19655,148778,A03,407,535,20150405,12,1190,1
8580,6381,A05,140,27,20151108,15,20,1
10259,72753,A03,493,107,20150713,22,2950,1
1570,427797,A01,18,2,20150816,16,4500,1
2948,28279,A02,1154,7,20150325,15,6400,64
3045,25320,A02,73,7,20150304,14,3840,1
5723,473789,A01,71,2,20150712,19,3000,6
5974,81468,A02,776,9,20151212,17,3881,792
1610,133532,A03,534,334,20150223,20,3580,1
8037,24016,A01,517,2,20150502,11,32000,1
5636,115326,A03,83,235,20151017,21,3450,5
1811,43315,A01,32,29,20150426,16,10000,1
2863,366620,A01,1,2,20150226,16,30690,1
15609,132168,A02,798,16,20151019,19,5930,272
16763,300957,A02,1183,112,20150626,18,910,1
5108,447345,A01,9,12,20151225,20,2550,1
1253,7271,A01,215,4,20150416,12,19800,1
533,317393,A02,56,127,20150420,15,990,1
13784,114266,A03,776,231,20150602,16,860,2
404,60032,A02,518,7,20151027,14,1100,1
1304,4914,A05,118,22,20150715,21,27300,1
12312,39124,A02,1436,7,20150605,20,2880,2
6597,40213,A03,424,40,20150117,12,940,1
7423,126373,A03,534,272,20150409,19,2980,1
6907,51178,A01,86,24,20150416,13,2400,1
19672,124429,A03,91,492,20150815,19,19980,2
5230,454406,A01,31,2,20151025,19,10000,1
7154,158356,A02,192,26,20151213,14,6560,2
6276,59204,A02,388,7,20151019,18,14900,1
16768,127657,A03,528,273,20150924,19,2780,1
16591,119449,A03,466,250,20150301,21,6240,1
7812,22771,A04,61,776,20150511,16,2000,2
4010,66961,A03,395,102,20150520,21,1000,1
2039,105400,A02,1432,13,20150905,18,1200,1
12426,41969,A01,522,41,20151108,12,1124000,1
8155,103581,A02,876,13,20150801,18,3439,362
18454,138484,A01,208,2,20150725,15,45000,1
11759,210212,A02,1047,56,20151114,19,6200,1
16681,40286,A01,438,19,20150607,12,47400,1
13235,77955,A03,394,116,20150106,20,1500,3
6220,81730,A01,136,17,20150618,17,50000,1
1385,128526,A02,1194,16,20150811,15,6000,1
12749,417401,A01,9,1,20150310,18,6300,1
14811,9718,A02,819,6,20150117,16,6500,1
6805,17683,A03,507,187,20151118,19,1600,1
9770,42011,A01,138,39,20150719,12,42000,1
6658,263898,A02,1061,93,20150217,20,2600,1
13329,206680,A01,208,3,20150911,15,29000,1
3555,194472,A02,590,48,20151104,18,5900,1
9767,30392,A03,493,15,20150609,19,1700,1
9122,95663,A03,285,168,20150530,14,4990,1
11299,157863,A03,391,304,20150415,21,4000,1
5267,101726,A01,60,15,20150725,11,4000,1
13018,18123,A03,329,187,20151226,19,3970,1
19883,29573,A01,145,43,20150726,15,39000,1
6380,404485,A01,38,2,20151215,19,12000,1
5499,342366,A01,571,45,20150719,17,9600,1
4569,43408,A02,1027,7,20150703,20,11800,1
12206,167487,A02,1453,32,20150123,21,3000,1
3136,63644,A03,304,95,20150528,21,1000,1
3421,262398,A02,489,92,20150814,22,12900,1
4356,82998,A03,767,121,20150513,21,890,1
8589,280518,A02,1443,102,20151206,19,2380,1
9415,218804,A02,1233,67,20150824,22,990,1
15476,73675,A01,216,24,20151124,17,69000,1
10454,93700,A01,149,1,20150617,13,52000,1
7081,312646,A01,121,20,20150718,20,9500,1
6688,112423,A02,8,14,20150717,13,1380,1
7658,45780,A03,53,63,20150307,19,1690,1
6196,293650,A01,12,20,20150819,19,10000,1
1151,18526,A02,1070,7,20150116,10,3900,1
11765,73210,A02,1099,8,20150820,10,1360,1
4687,289605,A02,1433,106,20150813,21,980,1
13732,80625,A03,470,116,20150820,20,5000,2
9991,307570,A02,1056,115,20151018,23,2400,1
2887,8987,A03,538,68,20151208,13,5980,1
8093,92950,A01,576,45,20150623,20,141600,2
14434,148490,A02,895,22,20150210,13,20700,3
4802,120631,A03,505,480,20150727,20,1950,5
7165,314609,A01,19,7,20151025,14,5000,1
18251,153119,A03,415,294,20150302,13,4680,1
8505,285884,A02,855,106,20150328,15,5950,1
15170,183321,A01,595,4,20151028,13,20000,1
7276,279361,A01,132,2,20150302,16,10000,1
16742,20579,A04,304,1674,20150430,18,1500,1
16145,27205,A04,15,987,20150531,20,1800,1
2007,11818,A02,508,6,20150514,13,18900,1
1657,34364,A02,874,7,20150505,15,10000,1
9034,217416,A02,1620,66,20150715,20,1000,1
8962,204436,A02,1314,53,20150907,16,980,1
6491,300771,A02,1242,112,20150407,11,2300,1
2385,80367,A02,17,9,20151014,11,1800,2
4782,104828,A01,433,2,20150707,17,179000,1
12841,145795,A03,97,420,20150827,18,15800,1
1641,303004,A02,236,113,20150916,14,2500,1
6754,259398,A02,78,91,20150112,20,9000,1
5273,72589,A02,247,8,20150718,19,5500,1
5083,139572,A03,407,348,20150705,11,2750,1
6555,288516,A02,633,106,20150705,16,19500,1
14240,222984,A02,1161,70,20150421,16,20000,2
4321,167924,A02,1232,32,20150314,21,3650,1
1449,54299,A03,291,68,20150810,20,7990,1
1956,77607,A03,71,115,20150302,17,932,1
11934,148499,A03,263,373,20150905,19,1555,1
16458,287661,A02,1007,106,20150603,20,7900,1
7619,79640,A02,1222,9,20150829,19,4980,1
18754,93732,A03,304,159,20150613,20,800,1
13664,42893,A01,595,4,20150819,13,20000,1
5025,73601,A03,895,107,20150815,18,1500,1
17194,12916,A03,493,112,20151201,21,2000,2
15358,308228,A02,868,116,20150812,17,8900,1
11704,425589,A01,9,2,20150407,17,3950,1
4704,323116,A01,210,15,20150110,15,29900,1
18454,138484,A01,208,2,20150725,15,44800,1
14368,148291,A03,45,371,20150808,10,1290,1
11113,374082,A01,2,12,20150722,15,13950,1
2310,100219,A02,1232,13,20150527,12,4980,1
9343,75941,A03,68,567,20151219,18,990,1
9842,269272,A02,840,94,20151101,18,29430,270
8761,66456,A03,507,98,20150515,19,990,1
15974,15066,A01,222,47,20151231,17,99000,1
6350,294750,A02,56,107,20151005,11,2850,1
6590,88033,A02,1068,11,20150619,20,700,1
5213,174560,A02,679,36,20150624,13,560,1
5007,2362,A01,196,3,20151210,12,198000,1
17074,97357,A03,98,176,20150321,17,3990,1
5596,8392,A02,1611,5,20150404,21,12950,1
9022,62397,A03,486,93,20150613,17,2600,1
9643,304728,A02,1064,114,20150621,13,1560,2
7808,9660,A02,1070,6,20150113,15,2000,1
17509,105681,A01,129,4,20151110,19,49000,1
12570,276107,A01,486,37,20151224,12,4000,1
3419,143200,A01,121,4,20150628,14,13000,1
5337,32090,A04,56,98,20150622,12,1400,1
4068,290685,A02,1049,106,20150921,15,3950,1
1691,359665,A01,367,1,20150712,13,39000,1
8259,62502,A02,200,7,20151113,21,4980,1
8719,50191,A04,263,23,20150902,8,1200,1
12301,262372,A02,1049,92,20150810,14,6400,1
6501,99916,A02,841,13,20150520,15,11232,390
13036,3152,A04,243,2826,20150121,20,13800,6
3905,140603,A03,35,353,20150404,14,4990,1
19716,109663,A03,636,209,20150708,15,3900,3
2226,68943,A03,493,107,20150124,22,3000,1
2839,89642,A03,73,143,20151009,16,1990,1
2774,105871,A03,776,187,20151005,18,440,1
18251,153420,A03,368,294,20150923,18,5750,1
3317,45373,A03,513,60,20150517,15,1000,1
19251,44385,A03,407,53,20150724,13,2990,1
7269,269836,A02,251,95,20150408,15,1000,2
10019,131798,A03,251,328,20150921,15,8432,1
1451,44790,A01,292,12,20150104,16,150000,5
5552,106199,A02,1474,13,20150921,17,3570,1
14959,384464,A01,35,8,20151116,17,1600,1
9217,154956,A03,278,298,20150910,18,4980,1
10435,261450,A02,1301,92,20150310,10,9980,1
11744,105064,A02,1474,13,20150830,22,6580,1
5787,73047,A02,1441,8,20150810,16,2980,1
9,135912,A01,89,4,20151005,15,10000,1
19765,436742,A01,35,20,20151110,16,4980,1
19635,93627,A03,430,159,20150429,17,1800,2
10737,60433,A02,514,7,20151030,21,3950,1
2111,67924,A02,388,7,20151220,18,20000,2
13421,90567,A03,285,149,20150806,20,4990,1
16451,51890,A04,53,2108,20150908,17,900,1
17612,41860,A02,388,7,20150622,15,4000,1
16742,7987,A04,264,1674,20150220,16,1900,1
7036,167191,A01,145,20,20150619,19,210000,1
16459,71504,A03,425,107,20150527,14,1360,2
11477,79916,A02,1056,9,20150914,19,2200,1
3478,140851,A02,204,19,20150512,21,5000,1
3512,412608,A01,20,20,20150512,16,17800,2
9420,220825,A02,1070,69,20150419,14,2200,1
2016,397982,A01,71,17,20150207,18,3500,1
5031,4921,A04,288,1825,20150201,16,500,1
5561,79436,A03,403,116,20150515,18,2150,1
8542,147879,A03,490,369,20150518,18,4120,1
16542,277695,A02,104,100,20150223,23,3900,1
16059,214068,A01,130,2,20150206,15,20000,1
16383,129003,A03,1,286,20151025,21,36900,1
6907,71921,A01,18,26,20150604,11,19600,2
2732,175446,A02,270,37,20150509,17,11000,2
7656,286893,A02,164,106,20150505,12,6900,1
12254,299738,A01,111,29,20150204,18,29700,1
4356,420303,A01,77,1,20150821,14,1800,3
10341,112807,A03,279,228,20150131,11,4990,1
12699,34098,A03,15,23,20150419,13,2990,1
2921,1256,A03,869,2,20150715,20,9700,1
8242,46924,A01,16,4,20150228,11,8000,1
9727,303570,A02,679,114,20141231,23,900,2
3246,52456,A02,505,7,20150830,16,14900,1
17394,21959,A01,367,28,20150124,14,114000,1
13344,112520,A02,679,14,20150728,21,440,1
5066,42258,A03,81,46,20150507,11,4000,2
12868,222398,A02,1166,70,20150220,21,2000,2
123,43302,A01,238,2,20150320,14,1110000,1
8843,19024,A02,1194,7,20150119,22,3680,1
10509,98441,A02,139,13,20150421,11,10000,1
12363,285063,A02,566,106,20150221,19,29900,1
5879,227672,A02,314,73,20150802,21,9000,1
4396,100344,A02,1453,13,20150530,16,1960,1
10954,232702,A02,75,78,20150926,14,5300,1
9700,96515,A02,1183,13,20150314,13,3240,1
17110,384430,A01,257,2,20151025,18,279000,1
4209,21714,A03,514,301,20151107,18,3000,1
11299,158082,A03,374,304,20151016,16,3610,1
4763,105853,A03,528,187,20151003,13,2780,1
15657,2505,A03,435,5,20150810,21,3500,2
17988,273245,A02,1232,96,20151012,16,3950,1
5974,162206,A03,94,319,20150509,20,7990,1
13047,256867,A02,1087,89,20151115,19,1500,2
1245,108237,A02,251,13,20151106,14,4000,1
6892,280588,A02,1244,102,20151212,14,2000,1
191,294287,A01,21,7,20150514,12,11400,3
4095,246508,A02,897,86,20150706,13,900,1
5149,407060,A01,82,12,20150706,17,4000,1
4386,18055,A04,57,1263,20150418,18,4500,3
1727,37072,A02,1176,7,20150522,18,4000,2
17258,9705,A04,269,3861,20150303,15,1100,1
8751,127852,A01,210,37,20150221,11,39900,1
18638,16032,A03,895,165,20151107,13,4000,2
12713,240114,A01,89,5,20150604,12,2500,1
17400,145569,A03,407,418,20150706,18,3120,1
16758,408147,A01,600,1,20150410,17,19000,1
7760,161881,A03,407,318,20150903,16,1040,1
5904,55377,A02,929,7,20150920,15,7900,1
5967,2163,A04,450,1246,20150115,21,4500,1
2035,41627,A03,38,44,20150206,14,2290,1
4587,113884,A03,93,230,20150605,17,11000,1
8898,125871,A03,365,269,20150727,17,2890,1
10412,306865,A02,635,115,20150528,13,17000,1
4101,69063,A03,90,107,20150131,17,12000,1
5562,43169,A03,164,48,20150627,15,7920,1
7434,68007,A04,290,2110,20151114,16,1600,1
17792,138982,A03,429,520,20150606,14,1980,2
1718,71969,A03,188,107,20150615,13,9000,2
1466,44562,A01,242,2,20150812,16,78000,2
8567,50556,A04,325,1246,20150903,15,9000,2
3341,61038,A01,200,2,20150705,18,493000,1
5217,84365,A03,439,126,20150128,22,2080,1
4956,163825,A02,1161,30,20150130,17,500,5
14429,229632,A02,1245,74,20151225,17,5580,1
2757,37719,A04,219,4329,20150715,15,3700,1
14690,148614,A02,1441,22,20150428,15,2980,1
14542,317696,A02,1207,127,20150609,15,5980,1
12756,17779,A04,324,4536,20150416,22,4500,1
612,330920,A01,20,2,20151110,16,46900,1
12292,112042,A03,306,226,20150408,21,1320,2
4917,50498,A04,256,632,20150903,21,22000,1
2109,312383,A01,60,25,20150228,14,3400,2
16801,263641,A02,541,93,20150131,22,2900,1
940,101367,A02,1063,13,20150619,15,2120,4
9136,243038,A02,679,84,20151214,14,700,1
5198,318695,A01,570,2,20150829,19,5150,1
8050,142876,A03,540,363,20150612,16,10900,1
5579,88408,A02,362,11,20150709,13,15000,1
14971,73227,A01,478,2,20150206,13,20000,1
3176,81419,A01,145,15,20150407,17,81000,1
16828,188806,A02,247,44,20151212,16,5500,1
10681,311386,A02,1451,120,20150212,18,7950,1
13023,623,A02,1222,1,20150523,11,6390,1
445,404679,A01,9,2,20150805,16,3600,1
9711,24664,A02,1221,7,20150228,16,2780,1
9241,3258,A05,36,12,20150705,19,1100,1
1643,89240,A03,895,140,20150711,14,1500,1
9552,274849,A02,108,97,20150909,21,8900,1
7923,127827,A02,1528,16,20150731,22,37500,1
7678,144852,A02,1087,19,20151226,19,1380,2
14429,78362,A03,383,116,20150210,18,4700,1
3761,56857,A02,1154,7,20150929,12,35000,1
4428,199248,A02,823,51,20150318,16,5000,1
10525,18319,A01,218,16,20150427,14,24500,1
15657,2387,A03,486,5,20150112,21,3490,1
3482,12381,A03,21,107,20151212,16,1480,1
12108,15438,A03,895,154,20151113,11,3000,1
8430,51120,A02,879,7,20150821,16,10224,284
1822,291641,A02,984,106,20151102,15,2000,1
4978,234731,A02,528,81,20150707,15,3850,1
2100,158093,A02,1064,26,20150728,18,1090,1
5647,74958,A03,415,107,20151007,18,1360,1
13377,11365,A01,189,34,20150506,13,148000,1
15084,39697,A03,452,37,20150916,19,12900,1
2361,125220,A02,1455,16,20150613,18,2290,1
6584,250718,A01,121,2,20150113,15,54000,3
11774,371346,A01,427,1,20150317,15,49000,1
5025,70719,A03,234,107,20150422,16,8243,1
603,215252,A02,615,61,20151212,18,7900,1
6779,13876,A03,469,119,20151212,19,8940,6
8951,240498,A01,206,24,20150829,19,28000,1
19558,21851,A03,121,301,20151126,13,9980,1
16231,127411,A02,55,16,20150724,20,2290,1
3268,39413,A01,60,20,20150625,11,1800,1
562,202206,A02,58,53,20150105,16,4140,3
12032,132176,A02,1385,16,20151019,16,2400,3
11620,10066,A01,450,24,20151208,13,614000,1
3418,117412,A03,10,247,20150205,16,25800,2
13695,176850,A02,1451,39,20150226,15,6600,1
4939,278380,A02,679,100,20151008,21,700,1
3232,15559,A03,21,155,20151214,16,1480,1
11142,97246,A02,1314,13,20150328,18,3500,1
5034,72466,A02,479,8,20150713,15,100,1
1171,39325,A02,1063,7,20150606,16,1000,2
11607,112323,A03,559,466,20150413,17,5500,1
9430,79099,A03,68,116,20150418,18,3200,2
15639,118598,A03,19,471,20150722,18,1990,1
11369,361350,A01,12,37,20150131,18,8300,1
902,94956,A02,1221,13,20150210,21,4300,1
4517,74239,A03,405,107,20150909,14,1000,1
4402,132602,A03,68,330,20150902,22,1690,1
9187,439481,A01,482,29,20151211,13,13000,1
4423,359933,A01,71,15,20151108,15,1000,1
11960,62298,A04,97,4326,20151020,8,1200,1
14084,10086,A03,308,79,20151211,17,8310,1
14432,172026,A02,871,33,20151023,15,9900,1
12326,294305,A02,1432,107,20150725,18,2380,1
11255,20166,A03,291,259,20151102,17,8900,1
4995,291520,A02,573,106,20151028,19,5400,1
8155,95742,A02,1472,13,20150225,13,5650,1
7232,211206,A02,1221,57,20150430,23,1480,1
17219,315049,A01,15,2,20150919,15,18800,1
1932,84419,A03,486,126,20150407,13,4620,1
8282,140399,A03,405,355,20150711,13,2300,1
6636,769,A02,876,1,20150620,18,31158,1732
8092,392215,A01,113,36,20151222,21,59700,1
63,266199,A02,740,93,20150801,12,2150,1
10941,251056,A02,1110,88,20150716,18,2400,1
15011,41204,A01,428,23,20150210,13,65000,1
8631,73325,A01,176,31,20150918,14,10000,1
674,4937,A02,876,3,20151119,14,28733,1855
14566,6968,A04,140,2218,20150213,0,1000,1
18340,129175,A03,895,322,20150402,15,3000,1
4178,312183,A02,1468,120,20150707,18,14000,1
14648,3995,A01,367,15,20150726,11,138600,1
7703,25783,A02,1444,7,20150307,12,1980,1
5692,29422,A01,233,20,20150710,13,19000,1
2253,173006,A02,1087,34,20150504,22,980,1
12104,314883,A02,1248,124,20150917,15,5490,1
710,166304,A02,536,31,20150217,11,3150,1
1152,49367,A02,674,7,20150810,11,2800,1
18701,102012,A01,420,41,20150128,19,40000,1
4729,162190,A02,1047,29,20150731,15,4700,1
11300,136065,A03,41,340,20150316,18,2980,2
2804,245888,A01,59,2,20150517,15,10000,1
10565,179361,A02,1442,40,20150415,22,3580,1
3374,302778,A02,679,113,20150810,16,740,1
10444,32286,A02,1014,7,20150421,18,2793,570
6911,211059,A02,679,57,20150404,13,1000,2
12901,37274,A04,6,971,20150714,18,4500,1
567,442536,A01,615,12,20150814,19,50,1
2034,33593,A02,278,7,20150430,17,6900,1
87,85965,A03,52,131,20150321,19,500,1
6180,60587,A02,227,7,20151031,13,5600,1
3976,14597,A01,278,46,20151205,11,249000,1
86,86911,A02,1232,11,20150425,14,3170,1
6390,93147,A03,435,157,20150504,20,1000,1
3911,145713,A03,94,420,20150514,13,9800,1
6289,172659,A02,936,34,20150219,17,8900,1
10019,142880,A03,285,363,20150623,21,4980,1
6357,52103,A02,1207,7,20150828,21,3980,1
854,89834,A02,1154,11,20150911,17,4000,2
19295,65414,A03,363,486,20151208,21,4990,1
6086,54739,A04,1,2950,20150919,12,1500,1
1549,44530,A01,217,47,20150103,16,172800,1
8802,170367,A02,251,32,20151218,15,1000,2
4998,83596,A03,15,124,20150205,17,3490,1
15033,61048,A04,264,3207,20151015,19,1800,1
16251,272419,A02,653,96,20150704,22,5900,1
7662,116692,A03,345,243,20150315,14,3490,1
5697,290513,A02,842,106,20150915,20,25276,284
703,37757,A02,1217,7,20150527,21,1650,1
19233,197608,A02,1057,50,20150609,20,1000,1
11526,266312,A02,196,93,20150808,18,6800,1
189,122677,A02,942,16,20150427,14,7500,1
3490,101863,A03,413,185,20150114,17,960,1
9478,243716,A02,60,85,20150627,20,1060,1
5710,115137,A03,63,236,20150825,17,1000,1
14884,184653,A02,198,42,20150913,20,1400,1
12699,34362,A03,129,23,20150815,13,2990,1
7309,149598,A01,146,2,20151015,17,5700,1
440,58080,A02,1620,7,20151012,12,3000,3
4124,306812,A02,1241,115,20150516,11,7600,1
5337,40312,A03,776,40,20150217,18,370,1
17955,25922,A03,531,10,20150626,22,3480,1
9460,146330,A03,527,434,20150208,20,1300,1
8285,8601,A02,830,5,20150523,19,5990,1
14620,9942,A02,936,6,20150130,13,8900,1
12516,127096,A02,1620,16,20150718,17,1000,1
8295,87607,A02,1486,11,20150528,11,6980,1
7597,66263,A03,429,527,20151119,16,2490,1
14397,179474,A02,943,40,20150421,17,8900,1
932,4574,A03,81,13,20151114,19,3750,3
11635,108654,A03,493,204,20150209,20,1700,1
9210,116705,A01,18,2,20151025,11,12800,1
1037,29525,A03,363,14,20150605,22,4680,1
9506,304457,A02,1460,114,20150513,20,860,1
7209,48101,A02,514,7,20150802,18,3000,3
10264,4612,A01,164,29,20150102,11,170000,1
14937,24026,A01,340,11,20151113,19,69000,1
533,317009,A02,15,127,20150218,19,1200,1
13541,185720,A02,1087,43,20150417,11,600,1
6454,118670,A02,63,16,20150131,22,2500,1
9131,100118,A03,68,183,20150915,16,1000,1
9465,36616,A02,1463,7,20150519,11,41000,1
16987,194457,A02,1070,48,20151030,19,780,2
1287,23089,A02,936,7,20150216,13,12000,1
10805,314870,A01,421,1,20150322,17,129000,1
3944,459621,A01,82,2,20150411,19,1000,1
9011,12651,A02,1064,6,20150625,22,2300,1
2100,157974,A02,51,26,20150607,14,4200,1
10771,122942,A03,363,258,20150519,17,2000,1
15405,145629,A03,691,419,20150810,19,4900,1
7250,256438,A02,1211,89,20151015,21,6980,1
5373,42139,A01,55,29,20150716,10,2000,2
12297,32447,A02,15,7,20150422,13,1200,1
3316,109075,A02,1411,13,20151126,19,20000,1
11312,185487,A02,594,43,20150311,17,2520,1
5421,19019,A02,1483,7,20150119,17,12400,2
2164,46736,A02,534,7,20150724,14,11900,1
7629,357228,A01,448,22,20151021,17,18000,1
8186,9992,A02,1591,6,20150202,18,1200,1
2663,307227,A02,528,115,20150803,17,3950,1
11941,318497,A02,251,127,20150927,12,3000,1
3418,117695,A03,228,247,20150805,14,22290,1
8916,121019,A03,302,482,20150924,11,1990,1
7602,211069,A02,129,57,20150406,22,6800,1
12944,92429,A02,198,12,20150618,17,2500,1
3105,38511,A01,191,4,20150227,14,231000,1
13934,101898,A01,80,37,20150912,16,24000,1
13344,200713,A02,1234,52,20150330,18,3250,1
